3,"labeling,catastrophizing",A neighbor borrowed my smartphone charger and never returned it. And I think he took me for granted!,I feel really annoyed and frustrated that my neighbor borrowed my smartphone charger and never returned it. It's like they don't even care about my belongings and are taking me for granted.,"  I understand that you're feeling annoyed and frustrated about your neighbor borrowing your smartphone charger and not returning it. It's important to remember that your feelings are valid, but they are not necessarily reflecting the entire situation. Let's try to separate the situation from your thoughts about it.
The situation is that your neighbor borrowed your charger and hasn't returned it. Your thought is that they don't care about your belongings and are taking you for granted. Is that correct?"
4,catastrophizing,"A new policy at work was established and required cooperation of efforts from another department in order to meet the new requirements. I took initiative and set meetings to talk about the new roles. After the meeting a verbal agreements were made I drafted a memorandum of agreement outlining the verbal agreements. A day later, the other department refused to participate because they did not want to do any extra work. And I think We will not be able to complete the work that needs to be done","I am feeling really frustrated and disappointed right now. I put in a lot of effort to set up meetings and negotiate with another department to ensure that we could meet the new policy requirements. We even made verbal agreements and I went ahead to draft a formal agreement. But now, it seems like they have just backed out and refuse to participate. I am worried that without their cooperation, we won't be able to complete the work that needs to be done.",  I understand that you're feeling frustrated and disappointed because the other department has backed out of the agreement. It's important to remember that their actions are a situation that you cannot control directly. What you can control is your thoughts and reactions to the situation. Can you help me understand what thoughts are contributing to your negative emotions?
5,personalizing,A potential client decided to work with another company And I think I failed our company & myself,I've been feeling really down lately because a potential client decided to work with another company. I can't help but feel like I failed our company and myself.,  I understand that you're feeling down because a potential client decided to work with another company. It's important to remember that this situation is separate from your personal worth or the success of your company. Let's try to look at it from another perspective.
6,"all-or-nothing thinking,personalizing",A student let me know they are struggling to grasp any of the concepts in class. And I think Am I not explaining the material well?,I've been feeling quite unsure about my abilities as a teacher lately. A student recently approached me and shared that they are struggling to understand any of the concepts in class. It has made me question whether I am explaining the material well enough. I can't help but wonder if I'm failing as a teacher.,  I understand that you're feeling unsure about your abilities as a teacher after a student shared that they're struggling to understand the concepts in class. It's important to remember that this situation is specific to one student and doesn't necessarily reflect your overall teaching abilities. Can you think of other possible explanations for this student's struggle?
7,"fortune telling,all-or-nothing thinking,emotional reasoning,catastrophizing",A week ago me and my GF were trying to find a store in a nearby town but we got lost. And I think We won't be able to find the store before it closes.,"I've been feeling really frustrated and stressed about this situation that happened a week ago. My girlfriend and I were trying to find a store in a nearby town, but we ended up getting lost. I'm starting to worry that we won't be able to find the store before it closes.","  I understand that you're feeling stressed and frustrated about the situation. Let's try to separate the situation from your thoughts. The situation is that you and your girlfriend are trying to find a store in a nearby town and you're worried about not finding it before it closes. Now, let's look at your thoughts about this situation. You're thinking that you might not be able to find the store, which is causing you stress and frustration. Is that correct?"
8,overgeneralizing,"After I complained about not spending time together, my boyfriend did not want to go on a date last weekend. And I think He doesn't love me.","I've been feeling really down and upset recently because I tried to discuss the issue of not spending enough time together with my boyfriend. But last weekend, when I suggested going on a date, he didn't seem interested at all. It left me feeling like he doesn't love me anymore.","  I understand that you're feeling upset because your boyfriend didn't seem interested in going on a date, which made you feel like he doesn't love you anymore. However, it's important to remember that this situation is separate from your thoughts and feelings about it. Let's try to look at it from a different perspective."
9,emotional reasoning,All of my relationship attempts have ended in failure And I think Suicidal thoughts,I've been feeling really hopeless and discouraged lately because it seems like every relationship I've been in has ended in failure. It's been weighing on me so much that I've even started having some suicidal thoughts.,"  I understand that you're feeling hopeless and discouraged due to the end of your relationships. It's important to remember that these situations are the situations, and your thoughts about them are separate. The end of these relationships is the situation, and the thoughts you're having about it being a sign of failure are your interpretation of that situation."
10,"all-or-nothing thinking,labeling,overgeneralizing,fortune telling,personalizing",An mturk requester rejected my task and I wasn't sure why because I work very hard on my tasks. Being new it affected my approval rating more negatively. And I think I'm not smart enough to succeed at mturk,I recently had a task rejected by an mturk requester and I feel really discouraged. I put a lot of effort into my tasks and I'm not sure why it was rejected. It's especially tough because I'm still new to mturk and this rejection has negatively affected my approval rating. It's making me doubt if I'm smart enough to succeed in this.,"  I understand that you're feeling discouraged because your task was rejected and it's affecting your approval rating. It's important to remember that this is just one situation, and it doesn't define your overall ability or potential as a worker. Let's try to separate the situation from your thoughts about it. Can you tell me more about the thoughts that are coming up for you after this rejection?"
11,"mind reading,negative feeling or emotion,all-or-nothing thinking,labeling,personalizing","At dinner my mother in law kept trying to tell me how to watch my daughter and was being condensending, I finally got angry and told her to mind her own business. And I think My mother in law thinks I am an incompetent father.","I felt frustrated and angry at dinner when my mother-in-law kept criticizing and trying to tell me how to raise my daughter. I finally reached a breaking point and told her to mind her own business. Now, I can't help but wonder if she thinks I am not a competent father.",  I understand that you're feeling upset and defensive after your confrontation with your mother-in-law. Let's try to separate the situation from your thoughts. The situation is that your mother-in-law criticized and tried to offer advice on how to raise your daughter. Your thought is that she may think you're not a competent father. Is that correct?
12,"labeling,emotional reasoning",At work I was frustrated after a meeting because I was told a certain amount of documents had to be indexed that week. I had a lot of other tasks and I started frantically naming them off. I was not expected to be indexing the full collection of documents like I thought I was so I was later embarassed I had acted so frustrated and snappy. And I think I thought I was being taken advantage of.,"I felt really frustrated and overwhelmed at work today. During a meeting, I was informed that I had to index a certain amount of documents by the end of the week. I already had a lot of other tasks on my plate, and I started listing them off in a frantic manner. Later on, I realized that I had misunderstood the instructions, and I wasn't actually expected to index the entire collection of documents. I felt embarrassed for getting so frustrated and snappy, and I couldn't help but think that I was being taken advantage of.","  I understand that you're feeling frustrated and overwhelmed at work. Let's try to separate the situation from your thoughts. The situation is that you have a new task to complete by the end of the week, and you're feeling like it's adding to your existing workload. Your thoughts are that you're being taken advantage of and that you're being asked to do too much. Is that correct?"
13,negative feeling or emotion,Becoming broke again. And I think I can't and never will escape this prison at my moms house,I'm feeling really overwhelmed and scared right now because I'm afraid of becoming broke again. It feels like I'm trapped in this cycle and I don't know if I'll ever be able to escape this situation at my mom's house.,"  I understand that you're feeling overwhelmed and scared about your financial situation. It's important to remember that your current situation, living at your mom's house, is separate from your thoughts about becoming broke again. These are two different things. Can we try to explore this a bit more?"
14,labeling,Being transgender And I think I'm not who I want to be. I hate my appearance and my voice.,I've been feeling really down lately because I've been struggling with my gender identity. I don't feel comfortable with the way I look and I hate my voice. It's really taking a toll on my self-esteem and overall happiness.,"  I understand that you're feeling down and struggling with your gender identity. It sounds like you're feeling uncomfortable with your appearance and disliking your voice, which is causing a negative impact on your self-esteem and overall happiness. Let's try to separate the situation from your thoughts about it. Can you tell me more about the specific thoughts or beliefs that are contributing to these negative emotions?"
15,emotional reasoning,Breakup after loving truly. And I think I am scared of my future life and being in sorrow of breakup and didn't feel light of overthinking,"I recently went through a breakup after being in a loving relationship, and it has left me feeling hurt and scared about my future. I find myself constantly overthinking and feeling weighed down by the sorrow of the breakup. I just don't know how to move forward and find happiness again.","  I understand that you're feeling hurt and scared after your breakup. It's important to remember that your feelings are valid and it's okay to feel this way. However, it's also important to separate the situation from your thoughts about it. The situation is that you've gone through a breakup, but the thoughts you're having about it are that it will define your future and make you unhappy. These are two separate things."
16,fortune telling,"Dealing with PTSD And I think If I don't sleep well one night due to panic attack, then I it will only get worse","I've been dealing with PTSD and lately, I've been really worried about how my lack of sleep might be affecting it. I feel like if I have a night where I can't sleep because of a panic attack, it's just going to make my PTSD symptoms even worse.",  I understand that you're feeling anxious about the potential impact of your recent sleep disturbances on your PTSD symptoms. Let's try to separate the situation from your thoughts. The situation is that you've been experiencing some nights with difficulty sleeping due to panic attacks. Your thought is that this might make your PTSD symptoms worse. Is that correct?
17,disqualifying the positive,Don't have a job And I think I'm a failure,I've been feeling really down lately because I don't have a job and it's making me feel like a failure.,"  I understand that you're feeling down because you're currently unemployed, which is the situation. However, it's important to separate this situation from the thought that you're a failure. These are two different things."
18,labeling,"Every time I think I have another chance at love, I am reminded how insufferable and unlovable I make myself. And I think I am a hard person to love","Every time I think I have another chance at love, I am reminded how insufferable and unlovable I make myself. And I think I am a hard person to love.",  I understand that you're feeling unlovable and that this thought is causing you distress. Let's try to separate the situation from your thoughts. The situation is that you are currently single and you're thinking about the possibility of finding love again. The thought you're having is that you're unlovable. These are two separate things.
19,negative feeling or emotion,Everyone in my life has left me And I think Someone please kill me,"I've been feeling really alone lately. It seems like everyone in my life has just left me. It's been so overwhelming and sometimes I find myself thinking, ""Someone please kill me.""",  I understand that you're feeling very alone and overwhelmed right now. It seems like you're experiencing a lot of negative emotions. Let's try to separate the situation from your thoughts. The situation is that you're feeling lonely and it seems like everyone has left you. The thought you're having is that someone should kill you. These are two different things.
20,negative feeling or emotion,Everyone is mean to me And I think I hate everyone,I feel like everyone is mean to me and I think I hate everyone. I constantly feel like I'm being treated poorly by others and it's becoming really difficult for me to trust or connect with people. It's just a very overwhelming and negative pattern that I'm stuck in.,"  I understand that you're feeling upset and disconnected from others due to what you perceive as mistreatment. It's important to recognize that your feelings are valid, but they may not necessarily reflect the entire situation. Let's try to separate the situation from your thoughts. Can you identify specific situations where you felt mistreated or disconnected from others? And what thoughts did you have about those situations?"
21,negative feeling or emotion,Fired for not meeting quota as a salesman. And I think I can't pay my bills.,I am feeling really stressed and overwhelmed right now. I recently got fired from my job as a salesman because I wasn't meeting my quotas. I'm scared because I don't have any other source of income and I don't know how I'm going to be able to pay my bills. It feels like everything is falling apart and I don't know what to do.,  I understand that you're feeling stressed and overwhelmed due to your recent job loss and financial concerns. Let's try to separate the situation from your thoughts about it. The situation is that you've lost your job and you're worried about how you'll pay your bills. Your thoughts about this situation are that everything is falling apart and you don't know what to do. Is that correct?
22,fortune telling,First interview after studying and getting my diploma. And I think I'll screw it over,I'm feeling really anxious about my first interview after studying and getting my diploma. I can't help but think that I'm going to screw it over somehow.,"  I understand that you're feeling anxious about your first interview. It's natural to feel this way, especially when it comes to something as important as starting your career. Let's try to separate the situation from your thoughts. The situation is that you have an interview coming up, and the thought you're having is that you might screw it up. Is that correct?"
23,negative feeling or emotion,"For many years I've been tutoring students online in math and reading. One of my newer students requested to my supervisor that she be assigned to a different tutor because she didn't like me. And I think I was searching my brain to figure out why she didn't like me, and it made me so sad to think I'd hurt her feelings or caused a problem for her.",I've been tutoring students online for years and recently one of my new students requested to be assigned a different tutor because she didn't like me. I can't help but feel sad and confused about why she feels this way. I keep wondering if I did something wrong or if I hurt her feelings in some way. It's been bothering me and I would like some help in understanding why this happened and how to deal with it.,  I understand that you're feeling upset and confused about the situation. Let's try to separate the situation from your thoughts. The situation is that one of your students has requested a different tutor. Your thought is that you did something wrong or hurt her feelings. It's important to remember that these are two separate things.
24,negative feeling or emotion,Go fuck yourself And I think Fuck you,"I'm feeling really angry and frustrated right now, and I'm thinking some pretty harsh and offensive thoughts. I have this overwhelming urge to tell you to go fuck yourself, and I also feel like saying ""fuck you."" These thoughts are consuming me and I'm not sure how to handle them. Can you help me with this?","  I understand that you're feeling angry and frustrated, and these feelings are leading you to have some harsh thoughts. It's important to remember that these are your thoughts, not facts. They are not a reflection of my feelings or worth. Can we try to look at these thoughts from a different perspective?"
25,"fortune telling,catastrophizing,all-or-nothing thinking",Having problems coming up with words to write essay. And I think I will get a bad grade.,"I've been having a lot of difficulty coming up with the right words to write my essay, and it's making me really worried. I can't seem to organize my thoughts properly, and I'm afraid that I'm going to end up getting a bad grade because of it.",  I understand that you're feeling worried about your upcoming essay. Let's try to separate the situation from your thoughts. The situation is that you're struggling to come up with the right words and organize your thoughts for your essay. The thought you're having is that this might lead to a bad grade. Is that correct?
26,blaming,"I actually cannot help it on my own. No matter how hard I try, looking at the bright side of things, logically trying to reason things out, giving myself the benefit of the doubt.. Everything is driving me up the wall. Anger, frustration, sadness, you name it. It's like everything I was able to blow off before is just hitting straight at me and it's relentless. And I think Everything driving me nuts...","I actually cannot help it on my own. No matter how hard I try, looking at the bright side of things, logically trying to reason things out, giving myself the benefit of the doubt.. Everything is driving me up the wall. Anger, frustration, sadness, you name it. It's like everything I was able to blow off before is just hitting straight at me and it's relentless. And I think everything is driving me nuts.",  I understand that you're feeling overwhelmed and that your emotions are intense right now. Let's try to separate the situation from your thoughts. The situation is that you're facing a lot of challenges and negative emotions. Your thoughts are that everything is driving you crazy and you're unable to handle it on your own. Is that correct?
27,all-or-nothing thinking,"I always do the wrong thing, I always make mistakes And I think I hate myself","I always feel like I'm doing the wrong thing, and it seems like I constantly make mistakes. I can't help but think that I hate myself because of it.",  I understand that you're feeling overwhelmed and unhappy with yourself right now. Let's try to separate the situation from your thoughts. The situation is that you're feeling like you're making mistakes and feeling like you're doing the wrong thing. The thought you're having is that you hate yourself because of it. Is that correct?
28,negative feeling or emotion,I am alone none understands And I think Can not move have so much to do mind numb,"I feel so alone and it seems like nobody understands what I'm going through. I'm overwhelmed with everything I need to do, but I feel like I can't even get myself to move. My mind feels numb and I don't know what to do.",  I understand that you're feeling overwhelmed and alone right now. It seems like you're dealing with a lot of challenging emotions and situations. Let's try to separate the situation from your thoughts for a moment. Can you tell me more about the specific thoughts that are contributing to your negative emotions?
29,emotional reasoning,"I am at a party where I do not know very many people. When I try to talk to a stranger, he gives one word replies and then ignores me. . And I think I am being annoying.","I am at this party and it feels really uncomfortable. I don't know many people here and when I try to strike up a conversation with someone, they don't seem interested at all. It's like they're giving me short, one word replies and then just ignoring me. It makes me feel really awkward and I start thinking that maybe I am being annoying somehow.",  I understand that you're feeling uncomfortable and that you're interpreting the other person's responses as disinterest. Let's try to separate the situation from your thoughts. The situation is that you're at a party and you're trying to strike up conversations with people. The thought you're having is that you might be annoying them. Is that correct?
30,"labeling,negative feeling or emotion,mind reading,personalizing","I am quite fond of a coworker and decide to talk to them. I offer up the idea that it might be fun to go out together sometime, and they respond with the fact they are too busy. And I think I'm not attractive or have a good enough personality.",I feel really disappointed and insecure after my coworker declined my invitation to go out together. I can't help but feel like it's because I'm not attractive or interesting enough for them.,"  I understand that you're feeling disappointed and insecure after your coworker declined your invitation. It's important to remember that their decision is a situation that happened to you, but your thoughts about it are your interpretation of that situation. So, let's try to separate the situation from your thoughts about it. Can you tell me more about why you feel like you're not attractive or interesting enough?"
31,labeling,I am single and isolated And I think im unlovable,"I am single and isolated, and I can't help but feel that I am unlovable. I constantly question why no one seems interested in me or wants to be in a relationship with me. It's really starting to eat away at my self-esteem and makes me feel lonely and unwanted.",  I understand that you're feeling unlovable and that you're questioning why no one seems interested in you. It's important to remember that your current situation of being single and feeling unlovable is separate from your thoughts about yourself. These feelings are not necessarily a reflection of your worth or lovability. Can we explore this further?
32,all-or-nothing thinking,I am trying to diet but I gained weight this week. And I think I don't have the discipline to diet.,"I've been trying to stick to a diet, but this week I actually ended up gaining weight. It's really frustrating because it makes me feel like I lack the discipline to stick to my diet.","  I understand that you're feeling frustrated and disappointed because you've gained weight despite your efforts to stick to your diet. It's important to remember that your weight gain is a situation that happened to you, and your thoughts about yourself lacking discipline are a separate thing. They are not necessarily connected."
33,"overgeneralizing,all-or-nothing thinking,blaming",I am trying to help my son pay his bills and find a job. And I think He does not appreciate anything I do for him.,"I've been feeling really overwhelmed lately because I've been trying to help my son with his bills and find a job. It feels like no matter how much I try to support him, he doesn't seem to appreciate anything I do for him.",  I understand that you're feeling overwhelmed and unappreciated. Let's try to separate the situation from your thoughts. The situation is that you're helping your son with his bills and job search. The thought you're having is that he doesn't appreciate your efforts. Is that correct?
34,all-or-nothing thinking,I am trying to write up an essay and can't think of anything And I think I'm wasting all my time,"I'm really struggling with writing this essay right now. I can't seem to come up with any ideas, and it feels like I'm just wasting all my time trying to figure it out.",  I understand that you're feeling stuck and frustrated with the essay writing process. Let's try to separate the situation from your thoughts about it. The situation is that you're currently working on an essay and you're struggling to come up with ideas. The thought you're having is that you're wasting your time. Is that correct?
35,overgeneralizing,I am unable to give my children any time And I think A good mother spends time with her kids on some activity every night,I feel overwhelmed and guilty because I haven't been able to spend quality time with my children. I believe that a good mother should be able to engage in activities with her kids every night.,"  I understand that you're feeling overwhelmed and guilty because you haven't been able to spend quality time with your children every night. It's important to remember that being a good mother is not defined by the amount of time you spend with your children, but rather by the quality of that time. Can we try to look at this from a different perspective?"
36,comparing and despairing,I am under appreciated at work And I think Self worth,I often find myself feeling underappreciated at work and it really affects my self-worth.,  I understand that you're feeling underappreciated at work and it's impacting your self-worth. Let's try to separate the situation from your thoughts. The situation is that you're feeling underappreciated at work. The thought is that this makes you feel undervalued and lowers your self-worth. Is that correct?
37,should statements,I am walking down the street in a new red jeans and a stranger looked at the jeans And I think I should have never worn these jeans and stick to blue ones,"I've been feeling a bit self-conscious lately, especially when it comes to my appearance. Today, I decided to wear my new red jeans, and as I was walking down the street, I noticed a stranger looking at them. Now, I can't help but think that I should have stuck to my blue jeans instead.",  It sounds like you're feeling self-conscious about your appearance after noticing a stranger looking at your red jeans. Let's try to separate the situation from your thoughts. The situation is that you wore your new red jeans and a stranger looked at them. The thought you're having is that you should have worn your blue jeans instead. Is that correct?
38,"labeling,all-or-nothing thinking",I applied for a job and just got a call saying I didn't get the job. And I think I am not good enough for anyone.,I applied for a job and just got a call saying I didn't get the job. And I think I am not good enough for anyone.,"  I understand that you're feeling down about not getting the job. It's important to remember that this is just one situation, and it doesn't define your entire self. Let's try to separate this situation from your thoughts about yourself. Can you think of any other possible reasons for not getting the job?"
39,"blaming,should statements",I applied for a new part-time position and took the qualifying exam but didn't pass because they  changed some of the guidelines for the job. They warned us beforehand that this may happen in the hiring process. And I think I thought that I should have studied harder. If I knew enough information I would pass no matter how the standards changed. It was my fault I didn't try hard enough and was furious with myself,"I applied for a new part-time position and took the qualifying exam but didn't pass because they changed some of the guidelines for the job. They warned us beforehand that this may happen in the hiring process. And I think I thought that I should have studied harder. If I knew enough information, I would pass no matter how the standards changed. It was my fault; I didn't try hard enough and was furious with myself.","  I understand that you're feeling upset and frustrated about not passing the exam. It's important to remember that the situation is that the guidelines for the job changed, and you didn't pass the exam. Your thought is that you should have studied harder, and that it's your fault for not passing. These are two separate things."
40,disqualifying the positive,"I applied for a promotion but was told I haven't shown the necessary ambition yet. This happened at work where I always go the extra mile, stay late, and even work when I'm not being paid. I feel like the response to my request for a promotion was inaccurate and that I am being taken advantage of because nothing I could do is enough. I was denied the promotion by the department head who is a woman that seems to always talk down to and be rude to men at the company. And I think I felt as if my talents and efforts were being unrecognized by the company yet they are perfectly happy to accept all of my hard work, just not pay me what I deserve for it.","I feel really frustrated and discouraged right now. I recently applied for a promotion at work, but I was told that I haven't shown the necessary ambition yet. I find this response inaccurate because I always go above and beyond, putting in extra hours and even working without pay. It seems like nothing I do is ever enough, and it makes me feel like I'm being taken advantage of. What's worse is that the department head, who denied my promotion, is a woman who consistently talks down to and is rude to men at the company. I can't help but feel like my talents and efforts are being unrecognized by the company, and it's frustrating that they are happy to accept my hard work without giving me the compensation I believe I deserve for it.","  I understand that you're feeling frustrated and disheartened about the situation at work. Let's try to separate the situation from your thoughts about it.
The situation is that you applied for a promotion and were told that you haven't shown enough ambition. Your thoughts about this situation are that you believe you're being taken advantage of because the department head is rude to men at the company.
It's important to remember that these are two separate things: the situation, which is the decision about your promotion, and your thoughts about that situation, which is your interpretation of the department head's behavior."
41,"catastrophizing,all-or-nothing thinking",I ask out a co-worker who I became fond of recently but was turned down. And I think I won't find someone I can be with,"I've been feeling really down lately. I recently asked out a co-worker that I've developed feelings for, but they turned me down. It really feels like a blow to my self-esteem, and now I can't help but think that I won't find someone I can be with. It's making me feel hopeless and lonely.",  I understand that you're feeling down after the rejection. It's important to remember that this is a specific situation - you asked someone out and they said no. This is not a reflection of your entire self or your ability to form relationships. Can we try to look at this situation from a different perspective?
42,"negative feeling or emotion,emotional reasoning",I ask out a co-worker who I became fond of recently but was turned down. And I think I'm not good enough for her.,"I recently asked out a co-worker whom I've developed feelings for, but she turned me down. I can't help but think that I'm not good enough for her.","  I understand that you're feeling rejected and doubting your worth after your co-worker turned you down. However, it's important to remember that this is a specific situation involving one person's decision, and it doesn't define your overall self-worth. Can we try to look at this from a different perspective?"
43,"personalizing,labeling","I asked my daughter a question, and she responded in a snotty way. And I think She doesn't love me like she used to.","I asked my daughter a question, and she responded in a snotty way. And I think she doesn't love me like she used to. It really hurts and makes me feel worried about our relationship.",  I understand that you're feeling hurt and worried about your relationship with your daughter after she responded in a snotty way to your question. Let's try to separate the situation from your thoughts about it. The situation is that your daughter responded in a way that hurt your feelings. Your thought is that she doesn't love you like she used to. Is that correct?
